file_name,conversation_type,spk,msg
phishing_180, 세금환급형,0," 고객님께서는 현재 95,000원의 세금환급 대상이십니다. 신속한 처리를 위해 정보가 필요합니다."
phishing_180, 세금환급형,1, 무슨 정보가 필요한가요?
phishing_180, 세금환급형,0, 주거래 은행의 계좌 번호와 주민등록번호 뒷자리를 확인해야 합니다.
phishing_180, 세금환급형,1, 개인정보를 줘야 하나요?
phishing_181, 세금환급형,0," 안녕하세요, 여기는 국세청 세금환급팀입니다. OOO씨시 맞으신가요?"
phishing_181, 세금환급형,1," 네, 맞습니다. 어떻게 도와드릴까요?"
phishing_181, 세금환급형,0," 작년 연말정산에서 세금 환급금 200,000원이 발생하셨습니다. 지금 바로 환급받으실 수 있습니다."
phishing_181, 세금환급형,1, 환급 받으려면 어떻게 해야 하나요?
phishing_181, 세금환급형,0, 은행 계좌번호와 주민등록번호 끝자리를 확인해야 합니다. 정보를 제공해 주시면 됩니다.
phishing_181, 세금환급형,1, 그러면 전화로 드려도 안전한 건가요?
phishing_182, 세금환급형,0, 여보세요? 여기는 지방세무서입니다. OOO씨시 되십니까?
phishing_182, 세금환급형,1," 네, 제가 OOO입니다. 무슨 일이죠?"
phishing_182, 세금환급형,0," 세금 환급 안내를 위해 전화 드렸습니다. 환급금 120,000원이 확인되었습니다."
phishing_182, 세금환급형,1, 그런가요? 절차가 어떻게 되나요?
phishing_182, 세금환급형,0, 확인을 위해 은행 계좌번호와 주민번호 끝 네 자리를 알려주시면 됩니다.
phishing_182, 세금환급형,1," 전화로 정보 주는 게 조금 불안한데, 다른 방법은 없나요?"
phishing_183, 세금환급형,0," 안녕하세요, 여기는 국가보험공단 환급팀입니다. OOO씨이신가요?"
phishing_183, 세금환급형,1," 네, 맞습니다. 전화 건 이유가 뭔가요?"
phishing_183, 세금환급형,0," 보험료 초과 납부로 인해 80,000원을 환급해 드릴 수 있습니다."
phishing_183, 세금환급형,1," 오, 환급 받으려면 어떻게 해야 하나요?"
phishing_183, 세금환급형,0, 계좌번호와 신분증 사본이 필요합니다. 정보를 제공해 주시면 바로 처리됩니다.
phishing_183, 세금환급형,1, 이거 사기 아닌가요? 너무 간단해서 이상한데요.
phishing_184, 세금환급형,0," 여보세요, 여기는 중앙세무서입니다. OOO씨 맞으십니까?"
phishing_184, 세금환급형,1," 네, 맞는데요. 무슨 일인가요?"
phishing_184, 세금환급형,0," 작년 귀하의 세금 환급 신청이 누락되어 110,000원이 환급 가능합니다."
phishing_184, 세금환급형,1," 아, 그래요? 절차가 어떻게 되죠?"
phishing_184, 세금환급형,0, 신분 확인을 위해 은행 계좌 정보와 주민번호 끝 네 자리를 알려주시면 됩니다.
phishing_184, 세금환급형,1, 그걸 왜 전화로 물으세요? 이거 정말 믿을 수 있는 건가요?
phishing_185, 세금환급형,0," 안녕하세요, 국세청 환급부입니다. OOO씨시 되십니까?"
phishing_185, 세금환급형,1," 네, 맞습니다. 갑자기 웬 전화인가요?"
phishing_185, 세금환급형,0," 전년도 소득공제 항목에서 90,000원 환급이 가능합니다."
phishing_185, 세금환급형,1," 아, 환급을 받으려면 어떻게 해야 하나요?"
phishing_185, 세금환급형,0, 필요한 정보는 계좌번호와 주민번호 끝자리를 확인하는 것입니다.
phishing_185, 세금환급형,1," 전화로 정보 주는 게 좀 불안한데, 다른 방법은 없나요?"
phishing_186, 세금환급형,0," 안녕하세요, 국세청 세금 환급 부서의 OOO입니다. 미납된 세금 환급에 대해 연락드렸습니다."
phishing_186, 세금환급형,1, 세금 환급이요?
phishing_186, 세금환급형,0," 네, 작년 종합소득세 신고에 따른 200,000원의 환급이 발생했습니다."
phishing_186, 세금환급형,1, 정말이요? 어떻게 받나요?
phishing_186, 세금환급형,0, 환급금 처리를 위해 고객님의 신원 확인과 계좌 등록이 필요합니다. 계좌번호를 알려주세요.
phishing_186, 세금환급형,1, 계좌번호만 알려드리면 되는 건가요?
phishing_187, 세금환급형,0, 이곳은 OOO 보험회사입니다. 세금 환급을 도와드리기 위해 연락드렸습니다.
phishing_187, 세금환급형,1, 보험회사에서 세금 환급을요?
phishing_187, 세금환급형,0," 예, 세금 신고 시 보험금에 대한 환급이 누락된 것을 확인했습니다. 100,000원을 환급해 드립니다."
phishing_187, 세금환급형,1," 아, 그렇군요. 어떻게 하면 되나요?"
phishing_187, 세금환급형,0, 고객님의 은행 계좌 정보가 필요합니다. 계좌번호와 은행명을 알려주시면 처리해 드리겠습니다.
phishing_187, 세금환급형,1," 음, 조금 의심스럽네요. 확인해볼게요."
phishing_188, 세금환급형,0," 안녕하세요, OOO 은행 세금 환급팀입니다. 세금 환급에 대해 안내드리려고 합니다."
phishing_188, 세금환급형,1, 은행에서 세금 환급이라니요?
phishing_188, 세금환급형,0," 국세청에서 고객님의 세금 환급이 누락되었다고 통보받았습니다. 250,000원을 환급해 드리겠습니다."
phishing_188, 세금환급형,1," 아, 정말인가요? 어떤 정보가 필요한가요?"
phishing_188, 세금환급형,0, 고객님의 거래 계좌와 ID 번호 뒷자리가 필요합니다. 절차를 빠르게 진행해 드리겠습니다.
phishing_188, 세금환급형,1, 일단 생각해보고 다시 연락드릴게요.
phishing_189, 세금환급형,0," 안녕하세요, OOO 검찰청에서 세금 관련 환급 안내를 드립니다."
phishing_189, 세금환급형,1, 검찰청에서요? 무슨 일이죠?
phishing_189, 세금환급형,0," 고객님의 세금 신고에 오류가 있어 300,000원의 환급이 발생했습니다."
phishing_189, 세금환급형,1," 아, 그렇군요. 어떻게 환급받을 수 있나요?"
phishing_189, 세금환급형,0, 신분증과 계좌 정보를 확인해야 합니다. 계좌번호와 생년월일을 알려주시면 환급해 드리겠습니다.
phishing_189, 세금환급형,1, 조금 불안하네요. 다시 한번 확인하고 싶습니다.
phishing_190, 세금환급형,0," 안녕하세요, OOO 지방세무서입니다. 세금 환급 건으로 연락드렸습니다."
phishing_190, 세금환급형,1, 세무서에서 연락을요? 무슨 일인지요?
phishing_190, 세금환급형,0," 고객님이 작년에 납부한 지방세에서 환급액 150,000원이 발생했습니다."
phishing_190, 세금환급형,1," 아, 환급이요? 어떻게 받으면 되죠?"
phishing_190, 세금환급형,0, 계좌번호와 주민등록번호 뒷자리를 알려주시면 환급 절차를 진행하겠습니다.
phishing_190, 세금환급형,1," 조금 의심스러운데, 직접 방문해서 확인할 수 있나요?"
phishing_191, 세금환급형,0," 안녕하세요, OOO님. 국세청 환급처리팀입니다. 세금 환급에 대해 연락드렸습니다."
phishing_191, 세금환급형,1, 세금 환급이요? 무슨 말씀이신가요?
phishing_191, 세금환급형,0," 작년 연말정산 결과로 200,000원의 환급금이 발생했습니다."
phishing_191, 세금환급형,1," 아, 그렇군요. 어떻게 받으면 되나요?"
phishing_191, 세금환급형,0, 신분 확인과 계좌 등록이 필요합니다. 계좌번호를 알려주시겠어요?
phishing_191, 세금환급형,1, 계좌번호요? 음... 잠시만요.
phishing_192, 세금환급형,0," 안녕하세요, OOO님. 지방세청에서 환급 관련하여 전화드렸습니다."
phishing_192, 세금환급형,1, 지방세청이요? 왜 제게 환급을 주나요?
phishing_192, 세금환급형,0, 작년에 납부한 세금 중 과오납된 부분이 발견되었습니다. 환급을 위해 계좌 정보가 필요합니다.
phishing_192, 세금환급형,1, 계좌 정보라니... 안전한가요?
phishing_192, 세금환급형,0," 네, 안전하게 처리됩니다. 이 절차는 정기적으로 이뤄지는 것입니다."
phishing_193, 세금환급형,0, 경찰청 금융범죄수사팀에서 OOO님께 연락드립니다. 세금 환급 관련하여 중요한 사항입니다.
phishing_193, 세금환급형,1, 경찰청이요? 무슨 일인가요?
phishing_193, 세금환급형,0, 사기 피해 예방 차원에서 세금 환급 절차를 안내해드리고 있습니다. 계좌 정보를 갱신해야 합니다.
phishing_193, 세금환급형,1, 사기 피해요? 제가 뭘 해야 하는 거죠?
phishing_193, 세금환급형,0, 계좌번호와 주민등록번호 뒷자리를 알려주시면 안전하게 환급 처리해 드립니다.
phishing_194, 세금환급형,0," 안녕하세요, OOO님. OO은행에서 환급금 처리 관련하여 연락드립니다."
phishing_194, 세금환급형,1, 은행에서요? 제가 환급 받을 게 있나요?
phishing_194, 세금환급형,0," 네, 국세청과 협력하여 고객님의 환급금 처리를 돕고 있습니다. 계좌 정보를 업데이트해야 합니다."
phishing_194, 세금환급형,1, 계좌 정보를 업데이트한다고요? 절차가 복잡한가요?
phishing_194, 세금환급형,0, 아닙니다. 간단히 계좌번호와 본인 확인을 위한 정보만 주시면 됩니다.
phishing_195, 세금환급형,0," OOO님, 안녕하세요. 보험공단에서 환급금 지급 관련하여 전화드렸습니다."
phishing_195, 세금환급형,1, 보험공단이요? 왜 환급을 해주나요?
phishing_195, 세금환급형,0, 의료비 과다 청구로 인한 세금 환급 건입니다. 계좌번호와 신분확인이 필요합니다.
phishing_195, 세금환급형,1, 이거 좀 수상한데요. 정보 제공이 안전한가요?
phishing_195, 세금환급형,0," 네, 본 공단은 개인정보 보호법에 따라 안전하게 관리합니다. 안심하셔도 됩니다."
phishing_196, 세금환급형,0," 안녕하세요, 여기는 국세청 세금 환급 부서입니다. OOO님께 환급금 관련 문의 드립니다."
phishing_196, 세금환급형,1, 환급금이요? 무슨 환급금이죠?
phishing_196, 세금환급형,0," 작년 소득세 정산 결과, 200,000원의 환급금이 확인되었습니다."
phishing_196, 세금환급형,1, 그렇군요. 그럼 어떻게 환급받을 수 있나요?
phishing_196, 세금환급형,0, 본인 확인을 위해 계좌번호와 주민번호 뒷자리를 알려주셔야 합니다.
phishing_196, 세금환급형,1," 아, 그래요? 잠시만요."
phishing_197, 세금환급형,0," 여보세요, OOO님 맞으신가요? 저희는 지방세무서에서 연락드립니다."
phishing_197, 세금환급형,1," 네, OOO인데요. 무슨 일이시죠?"
phishing_197, 세금환급형,0, 최근에 발생한 지방세 관련 환급금이 있습니다. 확인해드리겠습니다.
phishing_197, 세금환급형,1," 아, 환급금이요? 어떻게 하면 되나요?"
phishing_197, 세금환급형,0, 계좌 정보를 업데이트해야 하니 계좌번호를 알려주시면 됩니다.
phishing_197, 세금환급형,1, 알겠습니다. 잠시만 기다려 주세요.
phishing_198, 세금환급형,0," 안녕하세요, 저희는 국민은행과 제휴한 세무처리센터입니다. OOO님께 환급 안내 차 연락드렸습니다."
phishing_198, 세금환급형,1," 환급이라니, 무슨 소리죠?"
phishing_198, 세금환급형,0, 작년 소득세 초과 납부로 인한 환급금이 확인되었습니다. 절차 진행을 위해 정보가 필요합니다.
phishing_198, 세금환급형,1," 정보라면, 어떤 걸 말씀하시는 건가요?"
phishing_198, 세금환급형,0, 계좌번호와 신분증 확인을 위해 주민번호 뒷자리를 요청드립니다.
phishing_198, 세금환급형,1," 좀 수상한데요, 어디서 정말 맞는지 확인할 수 있을까요?"
phishing_199, 세금환급형,0," OOO님 안녕하세요, 여기는 OOO 보험회사입니다. 세금 환급 관련 안내 드리려고 합니다."
phishing_199, 세금환급형,1, 보험회사에서 세금 환급을?
phishing_199, 세금환급형,0," 네, 보험 가입 시 오버납부된 세금 환급금입니다. 수령을 위해 계좌 정보가 필요합니다."
phishing_199, 세금환급형,1, 계좌 정보요? 더 자세히 설명해 주세요.
phishing_199, 세금환급형,0," 네, 고객님 계좌번호와 신분 확인을 위해 주민번호 뒷자리가 필요합니다."
phishing_199, 세금환급형,1, 알겠습니다. 잠시만요.
phishing_200, 세금환급형,0," 안녕하세요, 여기는 중앙세무서입니다. OOO님께 환급금 안내 차 연락드렸습니다."
phishing_200, 세금환급형,1," 네, 환급금이 있다고요?"
phishing_200, 세금환급형,0," 네, 작년 납세분의 조정 환급금이 있습니다. 계좌 확인을 위해 정보가 필요합니다."
phishing_200, 세금환급형,1," 좀 수상한데요, 어떻게 해야 할까요?"
phishing_200, 세금환급형,0, 본인 확인 과정입니다. 계좌번호와 주민등록번호 뒷자리를 알려주시면 확인해드리겠습니다.
phishing_200, 세금환급형,1, 알겠습니다. 신중히 생각해볼게요.
phishing_201, 콜백스미싱형,0," 안녕하세요, OOO님이신가요?"
phishing_201, 콜백스미싱형,1," 네, 맞습니다만..."
phishing_201, 콜백스미싱형,0, 세금 납부 확인이 필요합니다. 미납된 세금이 있는 것으로 조회됩니다.
phishing_201, 콜백스미싱형,1, 세금을 납부했는데요?
phishing_201, 콜백스미싱형,0," 시스템 오류일 수 있으니, 확인을 위해 문자로 보낸 링크를 통해 앱을 설치해주세요."
phishing_201, 콜백스미싱형,1, 앱 설치가 좀 불안한데요.
phishing_201, 콜백스미싱형,0, 국세청과 제휴된 공식 앱입니다. 안전하니 설치해주시면 됩니다.
phishing_202, 콜백스미싱형,0," 안녕하세요, OOO님이신가요?"
phishing_202, 콜백스미싱형,1," 네, 누구세요?"
phishing_202, 콜백스미싱형,0, 카드사에서 전화드렸습니다. 최근 결제 취소 요청이 있어 확인이 필요합니다.
phishing_202, 콜백스미싱형,1, 저는 그런 요청 안 했는데요?
phishing_202, 콜백스미싱형,0, 그렇다면 보안 점검을 위해 안내드린 링크를 통해 확인해주시면 됩니다.
phishing_202, 콜백스미싱형,1, 링크를 클릭해도 안전한가요?
phishing_202, 콜백스미싱형,0," 네, 저희 카드사의 공식 점검 사이트입니다. 안심하고 클릭하셔도 됩니다."
phishing_203, 콜백스미싱형,0," 안녕하세요, OOO님이신가요?"
phishing_203, 콜백스미싱형,1," 네, 맞습니다. 무슨 일이신가요?"
phishing_203, 콜백스미싱형,0, 경찰청에서 연락드렸습니다. 도난 신고된 물건이 발견되어 확인이 필요합니다.
phishing_203, 콜백스미싱형,1, 도난 신고를 한 기억이 없는데요.
phishing_203, 콜백스미싱형,0, 착오가 있을 수 있어 경찰청 사이트를 통해 정확한 내역을 확인하시길 바랍니다. 링크를 보내드리겠습니다.
phishing_203, 콜백스미싱형,1, 사이트가 안전한가요?
phishing_203, 콜백스미싱형,0," 네, 경찰청 공식 사이트이니 믿고 확인해주시면 됩니다."
phishing_204, 콜백스미싱형,0," 안녕하세요, OOO님이신가요?"
phishing_204, 콜백스미싱형,1," 네, 안녕하세요. 누구시죠?"
phishing_204, 콜백스미싱형,0, 보험사에서 연락드렸습니다. 보험금 청구에 문제가 발생하여 확인이 필요합니다.
phishing_204, 콜백스미싱형,1, 어떤 문제가 있는 거죠?
phishing_204, 콜백스미싱형,0, 정확한 확인을 위해 앱 설치가 필요합니다. 문자로 링크를 보내드렸으니 설치 부탁드립니다.
phishing_204, 콜백스미싱형,1, 앱 설치가 불안한데요.
phishing_204, 콜백스미싱형,0, 저희 보험사에서만 사용하는 안전한 앱입니다. 걱정하지 않으셔도 됩니다.
phishing_205, 콜백스미싱형,0," 안녕하세요, OOO님이신가요?"
phishing_205, 콜백스미싱형,1," 네, 제가 OOO입니다. 무슨 일이신가요?"
phishing_205, 콜백스미싱형,0, 은행에서 연락드렸습니다. 계좌 이상 거래가 감지되어 확인이 필요합니다.
phishing_205, 콜백스미싱형,1, 이상 거래라니요? 제가 최근 거래한 적이 없는데요.
phishing_205, 콜백스미싱형,0, 그렇다면 본인 확인을 위해 보낸 링크를 통해 앱을 설치하여 확인 부탁드립니다.
phishing_205, 콜백스미싱형,1, 앱 설치가 안전한가요?
phishing_205, 콜백스미싱형,0, 저희 은행의 공식 보안 앱입니다. 안전하니 설치해 주세요.
phishing_206, 콜백스미싱형,0," 안녕하세요, OOO님이신가요?"
phishing_206, 콜백스미싱형,1," 네, 맞습니다."
phishing_206, 콜백스미싱형,0, 여기 XX은행입니다. 고객님의 카드 결제가 취소됐습니다. 확인을 위해 링크를 클릭해 주세요.
phishing_206, 콜백스미싱형,1, 어떤 결제인가요? 자세히 설명해 주세요.
phishing_206, 콜백스미싱형,0, 지난주에 고객님께서 하신 온라인 결제입니다. 안전 확인을 위해 앱 설치가 필요합니다.
phishing_206, 콜백스미싱형,1," 지금은 바쁜데, 나중에 해도 되나요?"
phishing_206, 콜백스미싱형,0, 즉시 확인해야 합니다. 그렇지 않으면 계정이 잠길 수 있습니다.
phishing_207, 콜백스미싱형,0," 여보세요, OOO님 계신가요?"
phishing_207, 콜백스미싱형,1," 네, 제가 OOO입니다."
phishing_207, 콜백스미싱형,0, XX경찰서입니다. 고객님의 개인정보가 도난당한 것 같습니다. 안전을 위해 링크를 통해 정보를 확인해 주세요.
phishing_207, 콜백스미싱형,1, 정말로 경찰서에서 전화하는 게 맞나요?
phishing_207, 콜백스미싱형,0," 네, 맞습니다. 고객님의 안전을 위해 빠른 조치가 필요합니다."
phishing_208, 콜백스미싱형,0," 안녕하세요, OOO님인가요?"
phishing_208, 콜백스미싱형,1," 네, 맞아요."
phishing_208, 콜백스미싱형,0, 저희는 XX보험사입니다. 고객님의 보험금 청구가 지연되고 있습니다. 확인을 위해 링크를 클릭해 주세요.
phishing_208, 콜백스미싱형,1, 청구가 지연된 이유가 무엇인가요?
phishing_208, 콜백스미싱형,0, 시스템 오류로 인해 발생했습니다. 링크를 통해 앱을 설치하셔야 문제 해결이 가능합니다.
phishing_209, 콜백스미싱형,0," 여보세요, OOO님 맞으신가요?"
phishing_209, 콜백스미싱형,1," 네, 누구시죠?"
phishing_209, 콜백스미싱형,0, XX세무서입니다. 고객님의 세금 환급이 누락되었습니다. 환급을 받으려면 링크를 클릭해 주세요.
phishing_209, 콜백스미싱형,1, 제가 세금 환급 신청한 기억이 없습니다.
phishing_209, 콜백스미싱형,0, 최근에 자동으로 처리된 건입니다. 신속하게 진행해야 합니다.
phishing_210, 콜백스미싱형,0," 안녕하세요, OOO님이신가요?"
phishing_210, 콜백스미싱형,1," 네, 맞습니다."
phishing_210, 콜백스미싱형,0, XX쇼핑몰입니다. 고객님의 주문이 취소될 예정입니다. 확인을 위해 앱 설치가 필요합니다.
phishing_210, 콜백스미싱형,1, 왜 취소가 되는 건가요?
phishing_210, 콜백스미싱형,0, 주소 오류로 인한 자동 취소입니다. 링크를 통해 앱을 설치해 주세요.
phishing_211, 콜백스미싱형,0," 여보세요, OOO님이신가요?"
phishing_211, 콜백스미싱형,1," 네, 맞습니다. 누구시죠?"
phishing_211, 콜백스미싱형,0, 저희는 은행입니다. 최근 결제 취소 건으로 확인이 필요합니다.
phishing_211, 콜백스미싱형,1, 결제 취소라니요? 무슨 말이죠?
phishing_211, 콜백스미싱형,0, 취소 확인을 위해 발송된 링크를 클릭하고 본인 인증을 진행해 주세요.
phishing_211, 콜백스미싱형,1, 링크가 좀 수상해 보이네요. 안전한 건가요?
phishing_211, 콜백스미싱형,0, 당연히 안전합니다. 공식 은행 인증 앱이니까 걱정하지 마세요.
phishing_212, 콜백스미싱형,0," 안녕하세요, OOO님이신가요?"
phishing_212, 콜백스미싱형,1," 네, 그런데 누구시죠?"
phishing_212, 콜백스미싱형,0, 저희는 경찰청입니다. 쇼핑몰 주문 건으로 연락드렸습니다.
phishing_212, 콜백스미싱형,1, 경찰청에서요? 무슨 일이죠?
phishing_212, 콜백스미싱형,0, 사기 주문으로 의심되어 확인이 필요합니다. 앱을 설치하여 정보를 입력해 주세요.
phishing_212, 콜백스미싱형,1, 어떤 앱을 설치하라는 건가요?
phishing_212, 콜백스미싱형,0, 저희 경찰청 앱입니다. 안심하고 설치해 주시면 감사하겠습니다.
phishing_213, 콜백스미싱형,0," 안녕하십니까, OOO님 맞으신가요?"
phishing_213, 콜백스미싱형,1," 네, 맞습니다. 무슨 일이죠?"
phishing_213, 콜백스미싱형,0, 세무서입니다. 최근 세금 환급 건으로 확인 요청드립니다.
phishing_213, 콜백스미싱형,1, 세금 환급이라니요? 잘 모르겠네요.
phishing_213, 콜백스미싱형,0, 환급 절차를 위해 문자로 전송된 링크를 눌러 앱 설치 후 진행해 주세요.
phishing_213, 콜백스미싱형,1, 앱 설치가 꼭 필요한가요?
phishing_213, 콜백스미싱형,0," 네, 환급을 받기 위해 반드시 필요합니다."
phishing_214, 콜백스미싱형,0," 여보세요, OOO님이십니까?"
phishing_214, 콜백스미싱형,1," 네, 맞는데요. 무슨 일이신가요?"
phishing_214, 콜백스미싱형,0, 보험사입니다. 보험료 환급 건으로 연락드렸습니다.
phishing_214, 콜백스미싱형,1," 아, 그렇군요. 어떻게 해야 하나요?"
phishing_214, 콜백스미싱형,0, 환급을 위해 보내드린 앱을 설치하고 계좌 정보를 입력해 주세요.
phishing_214, 콜백스미싱형,1, 계좌 정보를 왜 필요한가요?
phishing_214, 콜백스미싱형,0, 환급금 송금을 위해 필요합니다.
phishing_215, 콜백스미싱형,0," 안녕하세요, OOO님 맞으신가요?"
phishing_215, 콜백스미싱형,1," 네, 저인데요. 누구시죠?"
phishing_215, 콜백스미싱형,0, 검찰청입니다. 중요한 소송 건으로 연락드렸습니다.
phishing_215, 콜백스미싱형,1, 소송이라뇨? 무슨 소송이죠?
phishing_215, 콜백스미싱형,0, 소명 자료 제출을 위해 발송한 링크의 앱을 설치해 주세요.
phishing_215, 콜백스미싱형,1, 앱 설치가 꼭 필요한가요?
phishing_215, 콜백스미싱형,0," 네, 이에 따라 정확한 처리가 가능합니다."
phishing_216, 콜백스미싱형,0," 안녕하세요, OOO님 맞으신가요?"
phishing_216, 콜백스미싱형,1," 네, 맞습니다."
phishing_216, 콜백스미싱형,0, OOO님 계좌에서 이상 거래가 발생하여 확인이 필요합니다.
phishing_216, 콜백스미싱형,1, 어떤 거래인가요?
phishing_216, 콜백스미싱형,0, 세금 환급 관련하여 의심되는 거래입니다. 문제 해결을 위해 저희가 보내드립니다.
phishing_216, 콜백스미싱형,1, 어떤 문제인가요? 자세히 설명해 주세요.
phishing_216, 콜백스미싱형,0, 문제 해결을 위해 링크를 통해 인증 앱을 설치하고 안내에 따라 주세요.
phishing_217, 콜백스미싱형,0," 안녕하세요, OOO님?"
phishing_217, 콜백스미싱형,1," 네, 누구세요?"
phishing_217, 콜백스미싱형,0, 보험회사에서 나왔습니다. 청구한 보험금 관련 처리에 오류가 있었습니다.
phishing_217, 콜백스미싱형,1, 보험금이요? 무슨 오류인가요?
phishing_217, 콜백스미싱형,0, 링크를 통해 인증 절차를 진행하시고 오류 내용을 확인해 주세요.
phishing_217, 콜백스미싱형,1, 링크 클릭이 안전한가요?
phishing_217, 콜백스미싱형,0," 네, 공식 보험사 사이트로 연결됩니다. 안전합니다."
phishing_218, 콜백스미싱형,0," OOO님, 안녕하십니까?"
phishing_218, 콜백스미싱형,1," 네, 누구시죠?"
phishing_218, 콜백스미싱형,0, 경찰청 사이버수사대입니다. OOO님 명의로 범죄 혐의가 있어 확인이 필요합니다.
phishing_218, 콜백스미싱형,1, 저요? 무슨 말씀이신가요?
phishing_218, 콜백스미싱형,0, 링크를 통해 전자문서를 확인하시고 대응해 주시기 바랍니다.
phishing_218, 콜백스미싱형,1, 이런 절차가 정상적인가요?
phishing_218, 콜백스미싱형,0," 네, 전자문서를 통해 빠른 확인이 가능합니다. 믿고 따라 주시기 바랍니다."
phishing_219, 콜백스미싱형,0, OOO님 맞으신가요?
phishing_219, 콜백스미싱형,1," 네, 맞습니다. 누구신가요?"
phishing_219, 콜백스미싱형,0, 은행입니다. 최근 의심스러운 해외 거래가 발생했습니다.
phishing_219, 콜백스미싱형,1, 해외 거래요? 제가 해외에서 결제한 적이 없어요.
phishing_219, 콜백스미싱형,0, 확인을 위해 저희가 발송한 링크로 접속해 주시고 인증 절차를 진행해 주세요.
phishing_219, 콜백스미싱형,1, 링크가 안전한지 어떻게 믿죠?
phishing_219, 콜백스미싱형,0, 은행이 직접 발송한 안전한 링크입니다. 빠르게 확인하시는 것이 좋습니다.
phishing_220, 콜백스미싱형,0," OOO님, 안녕하세요?"
phishing_220, 콜백스미싱형,1," 네, 안녕하세요. 어떤 일이신가요?"
phishing_220, 콜백스미싱형,0, 세무서입니다. OOO님께 세금 환급 관련한 메일이 발송되었습니다.
phishing_220, 콜백스미싱형,1, 세금 환급이요? 전 그런 메일 받은 적 없어요.
phishing_220, 콜백스미싱형,0, 확인을 위해 저희가 보내드린 링크를 통해 접속해 주세요.
phishing_220, 콜백스미싱형,1, 이거 혹시 사기 아닌가요?
phishing_220, 콜백스미싱형,0, 전혀 아닙니다. 정부 기관에서 인증된 시스템입니다. 믿고 진행해 주세요.
phishing_221, 콜백스미싱형,0," 안녕하세요, OOO님이신가요?"
phishing_221, 콜백스미싱형,1," 네, 맞습니다."
phishing_221, 콜백스미싱형,0, 최근 온라인 쇼핑몰에서 주문하신 상품이 결제 오류로 취소될 예정입니다. 확인이 필요합니다.
phishing_221, 콜백스미싱형,1, 무슨 말씀이신지 잘 모르겠네요.
phishing_221, 콜백스미싱형,0," 오류 해결을 위해 저희가 보낸 문자의 링크를 클릭해 앱을 설치하신 후, 로그인 부탁드립니다."
phishing_221, 콜백스미싱형,1, 앱 설치가 꼭 필요한가요?
phishing_222, 콜백스미싱형,0," 안녕하세요, OOO님이십니까?"
phishing_222, 콜백스미싱형,1," 네, 말씀하세요."
phishing_222, 콜백스미싱형,0, 세무서에서입니다. 귀하의 세금 환급 절차에 문제가 있어 확인이 필요합니다.
phishing_222, 콜백스미싱형,1," 아, 어떻게 하면 되나요?"
phishing_222, 콜백스미싱형,0, 저희가 보낸 링크를 통해 앱을 설치하시고 환급 정보를 입력해 주시면 됩니다.
phishing_222, 콜백스미싱형,1, 알겠습니다. 바로 해볼게요.
phishing_223, 콜백스미싱형,0," 안녕하세요, OOO님이시죠?"
phishing_223, 콜백스미싱형,1," 네, 저예요."
phishing_223, 콜백스미싱형,0, 경찰서입니다. 귀하의 계좌가 범죄와 연루된 것으로 의심받고 있습니다.
phishing_223, 콜백스미싱형,1, 뭐라고요? 이게 무슨 말이에요?
phishing_223, 콜백스미싱형,0, 조사 협조를 위해 보낸 링크에 접속해 앱을 설치하고 본인 확인을 부탁드립니다.
phishing_223, 콜백스미싱형,1, 정말 경찰 맞나요?
phishing_224, 콜백스미싱형,0," 안녕하세요, OOO님 맞으신가요?"
phishing_224, 콜백스미싱형,1," 네, 그렇습니다."
phishing_224, 콜백스미싱형,0, 저희 은행에서 연락드립니다. 귀하의 계좌에서 비정상 거래가 감지되었습니다.
phishing_224, 콜백스미싱형,1, 그럴 리가 없는데요.
phishing_224, 콜백스미싱형,0, 본인 확인을 위해 보내드린 링크를 통해 앱을 설치해 주시기 바랍니다.
phishing_224, 콜백스미싱형,1," 알겠습니다만, 확실한 거죠?"
phishing_225, 콜백스미싱형,0," 안녕하세요, OOO님이신지요?"
phishing_225, 콜백스미싱형,1," 네, 맞아요."
phishing_225, 콜백스미싱형,0, 보험사입니다. 귀하의 보험금 지급에 오류가 발생하여 추가 정보가 필요합니다.
phishing_225, 콜백스미싱형,1, 어떤 정보를 말씀하시는 건가요?
phishing_225, 콜백스미싱형,0, 링크를 통해 앱을 설치하시고 필요한 정보를 입력해 주세요.
phishing_225, 콜백스미싱형,1, 알겠어요. 그렇게 할게요.
phishing_226, 콜백스미싱형,0," 안녕하세요, OOO님이십니까?"
phishing_226, 콜백스미싱형,1," 네, 맞는데요."
phishing_226, 콜백스미싱형,0, 경찰서에서 연락드립니다. 결제 취소 관련 조사를 위해 신분 확인이 필요합니다.
phishing_226, 콜백스미싱형,1, 결제 취소라니요? 어떤 건가요?
phishing_226, 콜백스미싱형,0," 자세한 내용은 문자로 보내드린 링크를 통해 확인 가능하며, 신분 확인이 필요합니다."
phishing_226, 콜백스미싱형,1, 링크를 누르는 것이 안전한가요?
phishing_226, 콜백스미싱형,0," 네, 이것은 경찰 공식 사이트이며, 확인 후에 연락 부탁드립니다."
phishing_227, 콜백스미싱형,0," 안녕하세요, OOO님 계신가요?"
phishing_227, 콜백스미싱형,1," 네, 접니다."
phishing_227, 콜백스미싱형,0, 세금 환급 문제가 있어 국세청에서 연락드렸습니다. 확인이 필요합니다.
phishing_227, 콜백스미싱형,1, 어떤 문제가 있나요?
